Ticker
CITY.JK
CLAY.JK
CLEO.JK
CLPI.JK
CMNP.JK
CMNT.JK
CMPP.JK
CMRY.JK
CNKO.JK
CNMA.JK
CNTX.JK
COAL.JK
COCO.JK
COWL.JK
CPIN.JK
CPRI.JK
CPRO.JK
CRAB.JK
CRSN.JK
CSAP.JK
CSIS.JK
CSMI.JK
CSRA.JK
CTBN.JK
CTRA.JK
CTTH.JK
CUAN.JK
CYBR.JK
DAAZ.JK
DADA.JK
DART.JK
DATA.JK
DAYA.JK
DCII.JK
DEAL.JK
DEFI.JK
DEPO.JK
DEWA.JK
DEWI.JK
DFAM.JK
DGIK.JK
DGNS.JK
DIGI.JK
DILD.JK
DIVA.JK
DKFT.JK
DLTA.JK
DMAS.JK
DMMX.JK
DMND.JK
DNAR.JK
DNET.JK
DOID.JK
DOOH.JK
DOSS.JK
DPNS.JK
DPUM.JK
DRMA.JK
DSFI.JK
DSNG.JK
DSSA.JK
DUCK.JK
DUTI.JK
DVLA.JK
DWGL.JK
DYAN.JK
EAST.JK
ECII.JK
EDGE.JK
EKAD.JK
ELIT.JK
ELPI.JK
ELSA.JK
ELTY.JK
EMDE.JK
EMTK.JK
ENAK.JK
ENRG.JK
ENVY.JK
ENZO.JK
EPAC.JK
EPMT.JK
ERAA.JK
ERAL.JK
ERTX.JK
ESIP.JK
ESSA.JK
ESTA.JK
ESTI.JK
ETWA.JK
EURO.JK
EXCL.JK
FAPA.JK
FAST.JK
FASW.JK
FILM.JK
FIMP.JK
FIRE.JK
FISH.JK
FITT.JK
FLMC.JK
FMII.JK
FOLK.JK
FOOD.JK
FORU.JK
FORZ.JK
FPNI.JK
FREN.JK
FUJI.JK
FUTR.JK
FWCT.JK
GAMA.JK
GDST.JK
GDYR.JK
GEMA.JK
GEMS.JK
GGRM.JK
GGRP.JK
GHON.JK
GIAA.JK
GJTL.JK
GLOB.JK
GLVA.JK
GMFI.JK
GMTD.JK
GOLD.JK
GOLF.JK
GOLL.JK
GOOD.JK
GOTO.JK
GPRA.JK
GPSO.JK
GRIA.JK
GRPH.JK
GRPM.JK
GSMF.JK
GTBO.JK
GTRA.JK
GTSI.JK
GULA.JK
GUNA.JK
GWSA.JK
GZCO.JK
HADE.JK
HAIS.JK
HAJJ.JK
HALO.JK
HATM.JK
HBAT.JK
HDFA.JK
HDIT.JK
HDTX.JK
HEAL.JK
HELI.JK
HERO.JK
HEXA.JK
HILL.JK
HITS.JK
HKMU.JK
HMSP.JK
HOKI.JK
HOME.JK
HOMI.JK
HOPE.JK
HOTL.JK
HRME.JK
HRTA.JK
HRUM.JK
HUMI.JK
HYGN.JK
IATA.JK
IBFN.JK
IBOS.JK
IBST.JK
ICBP.JK
ICON.JK
IDEA.JK
IDPR.JK
IFII.JK
IFSH.JK
IGAR.JK
IIKP.JK
IKAI.JK
IKAN.JK
IKBI.JK
IKPM.JK
IMAS.JK
IMJS.JK
IMPC.JK
INAF.JK
INAI.JK
INCF.JK
INCI.JK
INCO.JK
INDF.JK
INDO.JK
INDR.JK
INDS.JK
INDX.JK
INDY.JK
INET.JK
INKP.JK
INOV.JK
INPC.JK
INPP.JK
INPS.JK
INRU.JK
INTA.JK
INTD.JK
INTP.JK
IOTF.JK
IPAC.JK
IPCC.JK
IPCM.JK
IPOL.JK
IPPE.JK
IPTV.JK
IRRA.JK
IRSX.JK
ISAP.JK
ISAT.JK
ISEA.JK
ISSP.JK
ITIC.JK
ITMA.JK
ITMG.JK
JARR.JK
JAST.JK
JATI.JK
JAWA.JK
JAYA.JK
JECC.JK
JGLE.JK
JIHD.JK
JKON.JK
JKSW.JK
JMAS.JK
JPFA.JK
JRPT.JK
JSKY.JK
JSMR.JK
JSPT.JK
JTPE.JK
KAEF.JK
KARW.JK
KAYU.JK
KBAG.JK
KBLI.JK
KBLM.JK
KBLV.JK
KBRI.JK
KDSI.JK
KDTN.JK
KEEN.JK
KEJU.JK
KETR.JK
KIAS.JK
KICI.JK
KIJA.JK
KING.JK
KINO.JK
KIOS.JK
KJEN.JK
KKES.JK
KKGI.JK
KLAS.JK
KLBF.JK
KLIN.JK
KMDS.JK
KMTR.JK
KOBX.JK
KOCI.JK
KOIN.JK
KOKA.JK
KONI.JK
KOPI.JK
KOTA.JK
KPAL.JK
KPAS.JK
KPIG.JK
KRAH.JK
KRAS.JK
KREN.JK
KRYA.JK
KUAS.JK
LABA.JK
LABS.JK
LAJU.JK
LAND.JK
LAPD.JK
LCGP.JK
LCKM.JK
LEAD.JK
LFLO.JK
LIFE.JK
LINK.JK
LION.JK
LIVE.JK
LMAS.JK
LMAX.JK
LMPI.JK
LMSH.JK
LOPI.JK
LPCK.JK
LPGI.JK
LPIN.JK
LPKR.JK
LPLI.JK
LPPF.JK
LPPS.JK
LRNA.JK
LSIP.JK
LTLS.JK
LUCK.JK
LUCY.JK
MABA.JK
MAGP.JK
MAHA.JK
MAIN.JK
MAMI.JK
MANG.JK
MAPA.JK
MAPB.JK
MAPI.JK
MARI.JK
MARK.JK
MASA.JK
MASB.JK
MAXI.JK
MAYA.JK
MBAP.JK
MBMA.JK
MBSS.JK
MBTO.JK
MCAS.JK
MCOL.JK
MCOR.JK
MDIA.JK
MDKA.JK
MDKI.JK
MDLN.JK
MDRN.JK
MEDC.JK
MEDS.JK
MEGA.JK
MEJA.JK
MENN.JK
MERK.JK
META.JK
MFIN.JK
MFMI.JK
MGLV.JK
MGNA.JK
MGRO.JK
MHKI.JK
MICE.JK
MIDI.JK
MIKA.JK
MINA.JK
MIRA.JK
MITI.JK
MKAP.JK
MKNT.JK
MKPI.JK
MKTR.JK
MLBI.JK
MLIA.JK
MLPL.JK
MLPT.JK
MMIX.JK
MMLP.JK
MNCN.JK
MOLI.JK
MORA.JK
MPIX.JK
MPMX.JK
MPOW.JK
MPPA.JK
MPRO.JK
MPXL.JK
MRAT.JK
MREI.JK
MSIE.JK
MSIN.JK
MSJA.JK
MSKY.JK
MSTI.JK
MTDL.JK
MTEL.JK
MTFN.JK
MTLA.JK
MTMH.JK
MTPS.JK
MTRA.JK
MTSM.JK
MTWI.JK
MUTU.JK
MYOH.JK
MYOR.JK
MYRX.JK
MYTX.JK
NAIK.JK
NANO.JK
NASA.JK
NASI.JK
NATO.JK
NAYZ.JK
NCKL.JK
NELY.JK
NEST.JK
NETV.JK
NFCX.JK
NICE.JK
NICK.JK
NICL.JK
NIKL.JK
NINE.JK
NIPS.JK
NIRO.JK
NISP.JK
NOBU.JK
NPGF.JK
NRCA.JK
NSSS.JK
NTBK.JK
NUSA.JK
NZIA.JK
OASA.JK
OBMD.JK
OCAP.JK
OILS.JK
OKAS.JK
OLIV.JK
OMED.JK
OMRE.JK
OPMS.JK
PACK.JK
PADA.JK
PADI.JK
PALM.JK
PAMG.JK
PANI.JK
PANR.JK
PANS.JK
PART.JK
PBID.JK
PBRX.JK
PBSA.JK
PCAR.JK
PDES.JK
PDPP.JK
PEGE.JK
PEHA.JK
PEVE.JK
PGAS.JK
PGEO.JK
PGJO.JK
PGLI.JK
PGUN.JK
PICO.JK
PIPA.JK
PJAA.JK
PKPK.JK
PLAN.JK
PLAS.JK
PLIN.JK
PMJS.JK
PMMP.JK
PNBN.JK
PNBS.JK
PNGO.JK
PNIN.JK
PNLF.JK
PNSE.JK
POLA.JK
POLI.JK
POLL.JK
POLU.JK
POLY.JK
POOL.JK
PORT.JK
POSA.JK
POWR.JK
PPGL.JK
PPRE.JK
PPRI.JK
PPRO.JK
PRAS.JK
PRAY.JK
PRDA.JK
PRIM.JK
PSAB.JK
PSDN.JK
PSGO.JK
PSKT.JK
PSSI.JK
PTBA.JK
PTDU.JK
PTIS.JK
PTMP.JK
PTMR.JK
PTPP.JK
PTPS.JK
PTPW.JK
PTRO.JK
PTSN.JK
PTSP.JK
PUDP.JK
PURA.JK
PURE.JK
PURI.JK
PWON.JK
PYFA.JK
PZZA.JK
RAAM.JK
RAFI.JK
RAJA.JK
RALS.JK
RANC.JK
RBMS.JK
RCCC.JK
RDTX.JK
REAL.JK
RELF.JK
RELI.JK
RGAS.JK
RICY.JK
RIGS.JK
RIMO.JK
RISE.JK
RMKE.JK
RMKO.JK
ROCK.JK
RODA.JK
RONY.JK
ROTI.JK
RSCH.JK
RSGK.JK
RUIS.JK
RUNS.JK
SAFE.JK
SAGE.JK
SAME.JK
SAMF.JK
SAPX.JK
SATU.JK
SBAT.JK
SBMA.JK
SCCO.JK
SCMA.JK
SCNP.JK
SCPI.JK
SDMU.JK
SDPC.JK
SDRA.JK
SEMA.JK
SFAN.JK
SGER.JK
SGRO.JK
SHID.JK
SHIP.JK
SICO.JK
SIDO.JK
SILO.JK
SIMA.JK
SIMP.JK
SINI.JK
SIPD.JK
SKBM.JK
SKLT.JK
SKRN.JK
SKYB.JK
SLIS.JK
SMAR.JK
SMBR.JK
SMCB.JK
SMDM.JK
SMDR.JK
SMGA.JK
SMGR.JK
SMIL.JK
SMKL.JK
SMKM.JK
SMLE.JK
SMMA.JK
SMMT.JK
SMRA.JK
SMRU.JK
SMSM.JK
SNLK.JK
SOCI.JK
SOFA.JK
SOHO.JK
SOLA.JK
SONA.JK
SOSS.JK
SOTS.JK
SOUL.JK
SPMA.JK
SPRE.JK
SPTO.JK
SQMI.JK
SRAJ.JK
SRIL.JK
SRSN.JK
SRTG.JK
SSIA.JK
SSMS.JK
SSTM.JK
STAA.JK
STAR.JK
STRK.JK
STTP.JK
SUGI.JK
SULI.JK
SUNI.JK
SUPR.JK
SURE.JK
SURI.JK
SWAT.JK
SWID.JK
TALF.JK
TAMA.JK
TAMU.JK
TAPG.JK
TARA.JK
TAXI.JK
TAYS.JK
TBIG.JK
TBLA.JK
TBMS.JK
TCID.JK
TCPI.JK
TDPM.JK
TEBE.JK
TECH.JK
TELE.JK
TFAS.JK
TFCO.JK
TGKA.JK
TGRA.JK
TGUK.JK
TIFA.JK
TINS.JK
TIRA.JK
TIRT.JK
TKIM.JK
TLDN.JK
TLKM.JK
TMAS.JK
TMPO.JK
TNCA.JK
TOBA.JK
TOOL.JK
TOPS.JK
TOSK.JK
TOTL.JK
TOTO.JK
TOWR.JK
TOYS.JK
TPIA.JK
TPMA.JK
TRAM.JK
TRGU.JK
TRIL.JK
TRIM.JK
TRIN.JK
TRIO.JK
TRIS.JK
TRJA.JK
TRON.JK
TRST.JK
TRUE.JK
TRUK.JK
TRUS.JK
TSPC.JK
TUGU.JK
TYRE.JK
UANG.JK
UCID.JK
UDNG.JK
UFOE.JK
ULTJ.JK
UNIC.JK
UNIQ.JK
UNIT.JK
UNSP.JK
UNTD.JK
UNTR.JK
UNVR.JK
URBN.JK
UVCR.JK
VAST.JK
VERN.JK
VICI.JK
VICO.JK
VINS.JK
VISI.JK
VIVA.JK
VKTR.JK
VOKS.JK
VRNA.JK
VTNY.JK
WAPO.JK
WEGE.JK
WEHA.JK
WGSH.JK
WICO.JK
WIDI.JK
WIFI.JK
WIIM.JK
WIKA.JK
WINE.JK
WINR.JK
WINS.JK
WIRG.JK
WMPP.JK
WMUU.JK
WOMF.JK
WOOD.JK
WOWS.JK
WSBP.JK
WSKT.JK
WTON.JK
YELO.JK
YPAS.JK
YULE.JK
ZATA.JK
ZBRA.JK
ZINC.JK
ZONE.JK
ZYRX.JK
