Ticker
AALI.JK
ABBA.JK
ABDA.JK
ABMM.JK
ACES.JK
ACRO.JK
ACST.JK
ADCP.JK
ADES.JK
ADHI.JK
ADMF.JK
ADMG.JK
ADMR.JK
ADRO.JK
AEGS.JK
AGAR.JK
AGII.JK
AGRO.JK
AGRS.JK
AHAP.JK
AIMS.JK
AISA.JK
AKKU.JK
AKPI.JK
AKRA.JK
AKSI.JK
ALDO.JK
ALII.JK
ALKA.JK
ALMI.JK
ALTO.JK
AMAG.JK
AMAN.JK
AMAR.JK
AMFG.JK
AMIN.JK
AMMN.JK
AMMS.JK
AMOR.JK
AMRT.JK
ANDI.JK
ANJT.JK
ANTM.JK
APEX.JK
APIC.JK
APII.JK
APLI.JK
APLN.JK
ARCI.JK
AREA.JK
ARGO.JK
ARII.JK
ARKA.JK
ARKO.JK
ARMY.JK
ARNA.JK
ARTA.JK
ARTI.JK
ARTO.JK
ASBI.JK
ASDM.JK
ASGR.JK
ASHA.JK
ASII.JK
ASJT.JK
ASLC.JK
ASLI.JK
ASMI.JK
ASPI.JK
ASRI.JK
ASRM.JK
ASSA.JK
ATAP.JK
ATIC.JK
ATLA.JK
AUTO.JK
AVIA.JK
AWAN.JK
AXIO.JK
AYAM.JK
AYLS.JK
BABP.JK
BABY.JK
BACA.JK
BAIK.JK
BAJA.JK
BALI.JK
BANK.JK
BAPA.JK
BAPI.JK
BATA.JK
BATR.JK
BAUT.JK
BAYU.JK
BBCA.JK
BBHI.JK
BBKP.JK
BBLD.JK
BBMD.JK
BBNI.JK
BBRI.JK
BBRM.JK
BBSI.JK
BBSS.JK
BBTN.JK
BBYB.JK
BCAP.JK
BCIC.JK
BCIP.JK
BDKR.JK
BDMN.JK
BEBS.JK
BEEF.JK
BEER.JK
BEKS.JK
BELI.JK
BELL.JK
BESS.JK
BEST.JK
BFIN.JK
BGTG.JK
BHAT.JK
BHIT.JK
BIKA.JK
BIKE.JK
BIMA.JK
BINA.JK
BINO.JK
BIPI.JK
BIPP.JK
BIRD.JK
BISI.JK
BJBR.JK
BJTM.JK
BKDP.JK
BKSL.JK
BKSW.JK
BLES.JK
BLTA.JK
BLTZ.JK
BLUE.JK
BMAS.JK
BMBL.JK
BMHS.JK
BMRI.JK
BMSR.JK
BMTR.JK
BNBA.JK
BNBR.JK
BNGA.JK
BNII.JK
BNLI.JK
BOAT.JK
BOBA.JK
BOGA.JK
BOLA.JK
BOLT.JK
BOSS.JK
BPFI.JK
BPII.JK
BPTR.JK
BRAM.JK
BREN.JK
BRIS.JK
BRMS.JK
BRNA.JK
BRPT.JK
BSBK.JK
BSDE.JK
BSIM.JK
BSML.JK
BSSR.JK
BSWD.JK
BTEK.JK
BTEL.JK
BTON.JK
BTPN.JK
BTPS.JK
BUAH.JK
BUDI.JK
BUKA.JK
BUKK.JK
BULL.JK
BUMI.JK
BUVA.JK
BVIC.JK
BWPT.JK
BYAN.JK
CAKK.JK
CAMP.JK
CANI.JK
CARE.JK
CARS.JK
CASA.JK
CASH.JK
CASS.JK
CBMF.JK
CBPE.JK
CBRE.JK
CBUT.JK
CCSI.JK
CEKA.JK
CENT.JK
CFIN.JK
CGAS.JK
CHEM.JK
CHIP.JK
CINT.JK
CITA.JK
